,Airport_1,Airport_2,sum,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
55,HNL,LAX,34213,27.1290322581,26.25,28.6451612903,30.7333333333,31.6774193548,33.6,35.8709677419,35.1935483871,30.6666666667,29.5806451613,29.8666666667,33.8709677419,29.1612903226,28.1071428571,30.7419354839,30.9,31.4516129032,35.2,35.935483871,34.3225806452,28.5333333333,29.1935483871,29.5666666667,30.935483871,27.9677419355,27.6896551724,28.7419354839,29.3666666667,32.2580645161,35.6666666667,36.0,34.1935483871,29.6666666667,30.064516129,30.0666666667,33.935483871
56,DEN,ORD,34147,24.6774193548,20.8571428571,22.0322580645,19.4,22.3870967742,24.8333333333,25.5161290323,25.5483870968,27.1,29.0967741935,23.9333333333,24.8064516129,29.7419354839,32.1785714286,34.4838709677,32.5666666667,33.2580645161,37.5333333333,36.2903225806,35.935483871,31.9333333333,32.4838709677,32.1,32.064516129,30.7419354839,30.6206896552,32.4838709677,35.3,36.8709677419,39.8666666667,39.2258064516,40.3870967742,37.4666666667,36.8709677419,34.6666666667,35.5161290323
57,JFK,MCO,33572,28.1290322581,30.0714285714,31.9677419355,31.8333333333,29.6774193548,30.5333333333,31.935483871,32.0,27.6,27.6451612903,28.1,32.3548387097,28.8709677419,29.9285714286,34.3870967742,35.1666666667,31.7096774194,32.7,33.8387096774,34.0,29.9333333333,29.7096774194,28.4333333333,33.0,30.064516129,30.3103448276,33.935483871,33.9,30.3870967742,30.1,30.0322580645,30.0,27.4333333333,27.064516129,26.5,29.1612903226
58,PHX,SAN,33451,30.8387096774,30.3571428571,31.5161290323,31.0,30.5483870968,31.6,31.3870967742,31.3548387097,30.6333333333,31.4516129032,29.8666666667,30.6129032258,30.3870967742,30.3928571429,32.064516129,30.8,30.1935483871,31.1,30.935483871,31.3225806452,29.4666666667,30.5161290323,29.7,30.4193548387,29.8064516129,30.0689655172,31.4193548387,29.3666666667,28.8709677419,30.6333333333,30.2580645161,31.0,29.8333333333,30.4838709677,29.4666666667,28.935483871
59,LAX,SLC,33440,30.5806451613,30.3571428571,31.8387096774,30.9666666667,30.7419354839,32.8666666667,32.9677419355,31.8387096774,30.3666666667,30.5483870968,29.4666666667,30.6129032258,36.1290322581,38.2142857143,37.7741935484,33.4,32.7096774194,33.5333333333,32.9677419355,32.7741935484,30.0666666667,30.0967741935,30.1333333333,27.7419354839,28.9677419355,29.1034482759,25.5161290323,25.1666666667,25.1935483871,27.8333333333,27.7419354839,28.4193548387,27.4,27.8387096774,27.5,29.4193548387
60,ATL,JAX,33413,25.5483870968,27.1428571429,31.1935483871,31.3333333333,30.7096774194,30.8,30.2580645161,30.2258064516,29.5666666667,29.8709677419,27.8333333333,28.6129032258,26.5161290323,27.4642857143,31.5806451613,32.8333333333,32.4193548387,32.1,31.4838709677,30.4516129032,29.9,31.6451612903,30.7333333333,30.3225806452,28.2258064516,29.5172413793,30.4516129032,33.4,34.0967741935,32.8666666667,31.5483870968,32.3870967742,31.3,31.4193548387,31.0,30.3225806452
61,ATL,EWR,33090,29.1935483871,28.7857142857,31.6129032258,32.0,30.3225806452,28.8333333333,29.6129032258,27.9032258065,27.1,27.4193548387,28.4666666667,27.0322580645,28.6774193548,30.3214285714,31.3225806452,31.4,30.1612903226,32.6,32.4516129032,31.6451612903,30.3,30.4193548387,29.7666666667,26.935483871,27.2580645161,29.8965517241,32.0967741935,32.1,32.1290322581,33.3666666667,32.5806451613,33.5161290323,31.2,30.2903225806,30.5,27.7096774194
62,ATL,DEN,32966,24.4193548387,24.6785714286,27.6129032258,26.2333333333,27.0,28.8,28.9677419355,28.935483871,27.1666666667,26.5483870968,25.4,28.7419354839,24.6451612903,26.0714285714,30.0,29.7333333333,31.4838709677,31.3666666667,32.0322580645,32.6774193548,31.8666666667,31.4838709677,29.8,31.6129032258,27.4838709677,28.8965517241,35.064516129,33.8333333333,33.4193548387,34.6666666667,37.0,36.1612903226,32.9666666667,33.1935483871,31.0,30.935483871
63,EWR,MCO,32898,27.8709677419,30.2857142857,31.1290322581,29.5333333333,26.5161290323,28.0333333333,29.6129032258,28.4838709677,23.7666666667,26.1935483871,28.0666666667,28.8387096774,27.0322580645,29.9642857143,31.1935483871,31.6333333333,28.4193548387,28.0666666667,29.1935483871,28.0967741935,23.6,26.2580645161,28.1666666667,29.6451612903,26.8064516129,29.5172413793,31.1612903226,34.9,33.3548387097,33.8333333333,35.2903225806,35.1935483871,29.6333333333,31.4193548387,39.6666666667,40.1612903226
64,LAX,SAN,32639,49.0967741935,49.1785714286,49.3548387097,48.9333333333,49.4193548387,47.5666666667,47.2903225806,46.9032258065,44.9666666667,45.0322580645,37.2,38.935483871,36.0322580645,35.1785714286,33.9677419355,31.5666666667,28.0,28.0333333333,29.6451612903,30.7419354839,28.3,15.1612903226,11.7666666667,11.1290322581,12.5806451613,13.2068965517,13.4193548387,15.1,15.4516129032,20.1666666667,20.935483871,19.7096774194,17.6333333333,17.8709677419,17.1,16.5483870968
65,BOS,JFK,32415,23.8064516129,23.5,25.3548387097,22.9333333333,25.4838709677,29.8,29.1935483871,29.3225806452,34.1666666667,34.8387096774,32.8333333333,30.3870967742,30.5483870968,30.5357142857,29.4193548387,30.4666666667,30.5161290323,31.9666666667,31.3870967742,31.3870967742,28.0666666667,29.0967741935,29.8666666667,27.9677419355,28.9032258065,29.1034482759,26.4838709677,26.3333333333,27.0322580645,32.0333333333,34.3870967742,34.7419354839,34.0666666667,30.0,32.1333333333,26.4516129032
66,ATL,BOS,31775,26.3870967742,27.1785714286,29.3225806452,31.2666666667,30.5483870968,29.7,29.935483871,30.6774193548,31.1333333333,32.9032258065,29.7666666667,27.5806451613,25.0,25.2857142857,28.5161290323,28.6666666667,28.0967741935,29.1,28.8709677419,28.8387096774,28.2,29.935483871,29.9666666667,27.8064516129,26.3225806452,27.5517241379,30.0,30.2,29.4193548387,30.0666666667,29.5483870968,30.064516129,28.4333333333,28.9677419355,29.6333333333,28.4516129032
67,ATL,DTW,31769,25.4838709677,25.3571428571,25.6451612903,28.8333333333,28.8709677419,28.8666666667,28.4516129032,27.2580645161,26.7666666667,27.2580645161,26.1,26.8387096774,27.5806451613,27.8928571429,29.5483870968,29.1333333333,28.8387096774,29.3666666667,29.2258064516,29.1612903226,28.7333333333,28.8064516129,29.9666666667,30.5161290323,29.2258064516,30.0689655172,31.3548387097,31.0,30.7741935484,31.5333333333,32.4516129032,32.064516129,30.3666666667,30.0967741935,30.2,29.5806451613
68,ATL,RDU,31587,29.3548387097,28.0714285714,28.6451612903,28.4666666667,28.5483870968,28.1333333333,27.7741935484,29.1935483871,29.5666666667,30.2258064516,27.7,27.7419354839,27.5483870968,27.6428571429,28.6129032258,28.4,27.7096774194,28.4,28.0967741935,28.1935483871,28.1,30.0,29.5333333333,28.2903225806,28.8064516129,29.5172413793,30.064516129,30.4666666667,30.9677419355,31.5333333333,30.2580645161,31.1290322581,27.7333333333,27.6774193548,28.6,26.7096774194
69,DFW,SFO,31496,33.1935483871,33.0,33.1935483871,33.3333333333,33.064516129,34.0333333333,34.064516129,34.0,33.8666666667,30.6451612903,27.6333333333,29.6451612903,28.3870967742,27.8214285714,28.6451612903,27.0333333333,26.8064516129,27.3333333333,26.5483870968,27.4838709677,26.0,25.8709677419,25.8666666667,28.064516129,27.0322580645,26.6896551724,27.0967741935,26.5,26.4838709677,27.2333333333,27.3870967742,27.1612903226,26.1333333333,25.8387096774,25.5333333333,25.9677419355
70,ATL,MSP,31341,29.5161290323,29.1428571429,29.935483871,29.3,28.9677419355,29.6333333333,29.4838709677,29.4516129032,29.3,29.7741935484,28.8,28.4516129032,27.0,26.7857142857,28.0,27.5666666667,29.5161290323,29.6,29.4838709677,29.6129032258,28.9666666667,29.3548387097,26.8333333333,26.9677419355,25.7419354839,26.6551724138,26.7741935484,28.6333333333,29.3548387097,29.4333333333,29.0322580645,29.2903225806,28.4333333333,28.4516129032,28.2666666667,27.7419354839
71,EWR,LAX,31283,26.0967741935,25.4642857143,24.5161290323,27.1,27.8387096774,31.5666666667,31.2258064516,30.6129032258,28.6333333333,28.1290322581,25.8333333333,26.935483871,22.935483871,23.4642857143,25.5806451613,26.3,28.3870967742,31.9,30.9677419355,30.7096774194,27.7,27.4193548387,27.0333333333,28.3870967742,24.6129032258,24.5862068966,27.4516129032,28.2666666667,30.8064516129,32.8666666667,33.1612903226,33.7741935484,31.6333333333,32.7741935484,31.1,30.9677419355
72,FLL,LGA,31219,22.1290322581,22.0,23.935483871,24.0,22.7741935484,22.9333333333,22.6451612903,22.8387096774,20.2666666667,20.8387096774,23.2666666667,25.3548387097,31.4193548387,31.4642857143,31.9677419355,31.9666666667,31.2258064516,31.6,31.5483870968,31.6774193548,29.9666666667,30.6451612903,30.8666666667,35.6451612903,31.8064516129,31.5172413793,32.1612903226,32.0,31.6129032258,31.9333333333,31.6129032258,31.4193548387,29.6666666667,28.6451612903,28.0333333333,31.7419354839
73,MKE,ORD,31195,23.7419354839,23.4285714286,26.1935483871,32.1,31.8709677419,32.2,32.1290322581,31.935483871,32.4,31.8064516129,28.8,28.9677419355,27.0967741935,26.9285714286,31.6774193548,31.5333333333,31.0322580645,29.6666666667,29.2258064516,29.3548387097,29.0,29.0322580645,28.7333333333,23.4838709677,29.0322580645,29.1724137931,29.2258064516,29.0,29.1612903226,29.2,25.0322580645,25.2903225806,25.7333333333,25.0967741935,23.1333333333,22.9677419355
74,BOS,BWI,30962,26.6774193548,26.8571428571,28.5806451613,28.1,30.7419354839,29.5333333333,28.3548387097,27.8064516129,27.1333333333,27.2258064516,24.8666666667,24.5483870968,23.5483870968,23.2857142857,25.4516129032,26.3666666667,28.7096774194,29.1666666667,28.4516129032,28.064516129,27.8333333333,27.4838709677,26.0666666667,24.0967741935,22.3225806452,22.3448275862,24.7096774194,26.9666666667,33.935483871,34.6666666667,34.064516129,34.3870967742,34.6,35.064516129,32.8,31.4838709677
75,PHX,SFO,30895,25.0322580645,24.8928571429,27.8387096774,27.4,27.2903225806,29.0666666667,29.0,27.8064516129,27.1666666667,28.935483871,27.1333333333,28.9677419355,26.5483870968,26.9285714286,27.9032258065,29.2,29.064516129,30.9333333333,30.9677419355,30.0,28.9333333333,30.7419354839,29.3666666667,30.0967741935,27.2580645161,27.0344827586,28.8064516129,28.0,27.5161290323,28.2666666667,29.0967741935,28.2258064516,25.8,27.8709677419,27.3333333333,27.8709677419
76,HNL,ITO,30626,27.8709677419,27.7142857143,27.5483870968,27.7666666667,27.7741935484,27.6666666667,27.8064516129,27.6129032258,27.7333333333,27.8709677419,27.2,27.6774193548,27.7419354839,27.7142857143,29.2258064516,29.8,29.7419354839,30.2666666667,30.3870967742,29.935483871,27.4666666667,27.0,26.5333333333,26.8387096774,26.6451612903,26.8965517241,27.935483871,28.0666666667,27.8709677419,28.2666666667,28.6451612903,29.5806451613,26.6,26.7419354839,26.7333333333,26.935483871
77,PDX,SFO,30074,28.7096774194,27.6785714286,29.8064516129,30.0,29.9677419355,29.4666666667,28.0,28.2903225806,29.2666666667,28.5806451613,25.9333333333,24.935483871,24.6774193548,23.5,25.9677419355,26.2666666667,25.6451612903,25.7,25.0967741935,26.4838709677,25.0666666667,24.5161290323,23.6333333333,23.6774193548,22.5806451613,23.7586206897,26.9032258065,28.7,31.7419354839,30.8,32.0322580645,33.5161290323,30.8333333333,28.5483870968,29.0666666667,28.064516129
78,MCO,PHL,30039,25.6774193548,26.0714285714,28.5483870968,26.7666666667,25.6774193548,25.9333333333,25.0322580645,24.4838709677,22.8,23.6451612903,25.2666666667,26.6451612903,28.3548387097,28.0,29.4516129032,29.9666666667,29.6774193548,30.0,29.3548387097,28.4838709677,25.2333333333,25.0322580645,30.8333333333,31.1612903226,26.8387096774,27.5862068966,29.7096774194,28.8666666667,27.1290322581,28.1,28.3870967742,25.9677419355,23.7333333333,27.4838709677,30.0666666667,30.6129032258
79,DEN,IAH,29896,26.1935483871,26.0,27.1290322581,24.1333333333,24.8709677419,26.4333333333,28.064516129,27.1290322581,26.9333333333,27.8709677419,26.2666666667,27.6774193548,29.0,29.6428571429,29.7741935484,27.7,26.7419354839,27.9666666667,28.1612903226,27.4516129032,25.6666666667,26.8709677419,27.1333333333,29.0967741935,27.8064516129,27.8620689655,29.2580645161,27.0333333333,28.4516129032,28.4666666667,27.7741935484,27.2258064516,25.5666666667,25.2580645161,25.6666666667,27.5806451613
80,ATL,MDW,29781,26.8709677419,26.75,26.935483871,28.3333333333,27.7741935484,28.4666666667,28.4838709677,28.1612903226,28.5333333333,28.6129032258,26.5333333333,25.6774193548,25.2580645161,25.9285714286,26.1935483871,26.7666666667,26.5483870968,28.1333333333,28.3548387097,29.5483870968,29.1,29.7419354839,27.5,25.5806451613,25.1935483871,26.8965517241,27.1612903226,25.6666666667,26.6451612903,26.9666666667,26.3548387097,28.1935483871,27.9666666667,28.0,26.3333333333,23.0
81,CLT,ORD,29751,30.3225806452,31.4285714286,31.1290322581,32.5666666667,33.3870967742,23.3666666667,24.6129032258,24.0322580645,26.4,30.9032258065,28.5,29.9677419355,29.1935483871,29.2142857143,29.935483871,26.7,28.4516129032,29.9666666667,30.3548387097,28.8387096774,26.0,25.1612903226,25.9333333333,24.8387096774,23.2580645161,23.6896551724,20.9677419355,23.5,24.5161290323,27.9333333333,28.3225806452,27.5483870968,26.6666666667,25.4516129032,22.4666666667,21.9032258065
82,DFW,SAT,29644,29.2258064516,29.1428571429,29.0322580645,29.2,28.9032258065,29.3333333333,29.0322580645,28.4516129032,28.3333333333,28.3870967742,27.7333333333,29.3548387097,29.0322580645,28.8571428571,29.0,28.8,28.7741935484,28.9,28.9032258065,28.1935483871,27.3333333333,27.8064516129,27.2666666667,25.5161290323,26.064516129,26.8275862069,27.3548387097,26.7333333333,25.1290322581,25.0,24.6451612903,24.3225806452,22.0666666667,20.5161290323,20.2,20.5806451613
83,BOS,EWR,29604,26.9032258065,27.3571428571,28.7741935484,29.7,29.4516129032,31.1666666667,31.1290322581,30.8387096774,30.1333333333,27.6451612903,25.2666666667,22.5806451613,20.2258064516,22.7857142857,28.5161290323,28.5666666667,29.4516129032,30.2,30.4838709677,29.8709677419,29.1666666667,30.0,24.1666666667,19.6451612903,18.2580645161,19.0344827586,25.1290322581,26.3666666667,28.0322580645,28.9,27.4838709677,29.0967741935,30.0666666667,30.1935483871,25.0666666667,20.3225806452
84,AUS,DFW,29039,26.6129032258,26.5714285714,28.1290322581,26.5333333333,27.9032258065,29.2,29.0967741935,28.4516129032,28.3333333333,28.2903225806,26.2666666667,27.0967741935,26.8709677419,26.8571428571,27.3225806452,28.9333333333,28.9677419355,29.4333333333,29.3548387097,28.1612903226,27.9,28.0,27.1666666667,26.7741935484,26.1612903226,26.5517241379,26.7096774194,26.4333333333,25.3870967742,23.5333333333,23.5483870968,23.0967741935,21.0333333333,21.1612903226,20.6666666667,21.2903225806
85,IAH,LAX,28985,27.0,26.1785714286,27.8709677419,27.5,29.9677419355,31.2666666667,33.7741935484,28.4838709677,24.7666666667,22.7741935484,23.4666666667,23.935483871,22.2580645161,20.7857142857,23.8064516129,24.9333333333,29.0,28.6,29.5483870968,28.4193548387,25.4666666667,26.1612903226,25.0,27.3548387097,24.3548387097,22.5172413793,24.6451612903,24.2,27.0967741935,27.2333333333,28.935483871,28.1612903226,26.2,26.2258064516,25.8666666667,27.3870967742
86,ORD,PHX,28981,25.935483871,26.75,29.3225806452,26.3333333333,26.2580645161,24.9666666667,23.5806451613,22.5806451613,23.8333333333,25.8709677419,25.0,25.4838709677,26.1612903226,28.6428571429,33.6451612903,27.0666666667,25.6129032258,24.0,23.5806451613,23.4193548387,23.1,27.3548387097,28.2,27.6451612903,28.5161290323,29.3793103448,33.5161290323,30.0333333333,26.4193548387,24.7666666667,23.6451612903,24.2258064516,22.9666666667,27.1612903226,28.8,28.3225806452
87,ORD,PHL,28527,22.4838709677,21.0714285714,22.8064516129,24.1,21.5483870968,21.2666666667,20.8387096774,20.9677419355,21.4666666667,23.0967741935,21.2,23.3225806452,20.935483871,21.9285714286,24.064516129,29.6666666667,30.1935483871,31.3,30.5806451613,31.1612903226,33.0333333333,33.935483871,30.5666666667,29.2580645161,21.8709677419,22.4482758621,26.5806451613,29.3333333333,28.1935483871,28.1,28.2903225806,29.9677419355,30.6333333333,30.064516129,27.2666666667,22.8709677419
88,IAH,ORD,28405,30.7419354839,31.3928571429,31.064516129,30.6,31.5806451613,26.5666666667,24.1612903226,23.935483871,23.0666666667,24.0322580645,23.4333333333,20.9677419355,22.4838709677,24.6428571429,25.0,26.7333333333,26.2903225806,26.2,25.0322580645,24.8709677419,24.5333333333,28.4838709677,28.9,24.6774193548,24.3225806452,24.0344827586,25.0,25.4,25.4516129032,25.3,24.4838709677,25.0,24.4666666667,29.5483870968,28.4666666667,22.5161290323
89,DFW,LGA,28295,25.8387096774,25.8214285714,25.4193548387,25.9,25.7741935484,26.0,25.8709677419,25.7419354839,26.1333333333,26.1290322581,24.6,26.1612903226,26.6774193548,27.0,28.0,27.8666666667,27.4838709677,28.1,28.1935483871,27.7419354839,27.7333333333,26.0322580645,23.6333333333,25.2903225806,26.3870967742,27.1034482759,24.6774193548,24.6333333333,24.935483871,24.9666666667,24.7419354839,24.8387096774,24.3333333333,24.0,23.2,22.5483870968
90,JFK,SJU,28070,27.3548387097,28.9285714286,29.9032258065,27.9666666667,24.5806451613,27.8666666667,31.4193548387,31.1290322581,20.6,20.3548387097,23.6333333333,27.8064516129,27.0,27.7142857143,27.0967741935,27.3,24.7096774194,27.5666666667,29.935483871,30.0322580645,20.5666666667,22.3225806452,24.8,27.2258064516,24.935483871,26.7586206897,26.9677419355,27.4333333333,24.7741935484,24.9,23.8709677419,23.0,17.0333333333,17.4193548387,22.5,24.7096774194
91,SFO,SNA,27997,24.9032258065,24.8571428571,25.7096774194,27.9333333333,27.3225806452,26.7,25.7096774194,25.6451612903,26.0333333333,25.935483871,24.8666666667,24.935483871,23.5806451613,23.5357142857,27.0322580645,27.4333333333,26.7741935484,26.4666666667,26.0322580645,25.4838709677,25.3666666667,24.8709677419,26.2333333333,26.0322580645,24.0,24.1034482759,24.8709677419,25.5,25.6129032258,24.6333333333,23.9677419355,26.6451612903,27.1,25.6451612903,23.9,24.064516129
92,DFW,PHX,27769,28.7419354839,28.5714285714,29.6774193548,28.8666666667,26.2580645161,25.8666666667,25.0967741935,25.064516129,24.9666666667,25.6451612903,26.1666666667,27.0322580645,26.2580645161,24.8928571429,26.4516129032,24.2,24.0,25.5,25.7419354839,25.0322580645,23.4333333333,23.8387096774,23.2666666667,24.1612903226,23.7096774194,23.6551724138,26.4838709677,25.6666666667,24.3225806452,25.4,25.4516129032,24.2580645161,22.5666666667,23.6129032258,23.6,24.6774193548
93,DEN,SAN,27363,22.3225806452,23.6071428571,26.3225806452,24.1,24.1612903226,24.2333333333,25.5161290323,24.7741935484,24.1333333333,25.5483870968,22.7333333333,23.2258064516,20.9032258065,21.2857142857,25.0322580645,25.4333333333,25.4193548387,26.0,24.5161290323,23.9677419355,24.4666666667,26.3225806452,24.5333333333,25.1935483871,24.5483870968,25.6206896552,25.8064516129,27.0333333333,27.5161290323,28.0666666667,27.8709677419,28.2903225806,27.1333333333,26.064516129,23.3333333333,23.3548387097
94,ATL,IAH,27317,29.064516129,28.2857142857,29.8387096774,29.6,31.3548387097,32.2333333333,28.4516129032,26.7741935484,24.9,26.0,23.5333333333,23.935483871,21.9032258065,21.3571428571,21.2580645161,22.1,23.4193548387,25.2333333333,23.7419354839,24.0967741935,24.5333333333,25.3870967742,24.9333333333,22.4193548387,22.1612903226,23.7931034483,23.4193548387,24.7666666667,27.1612903226,27.2666666667,24.2258064516,24.7419354839,23.5,22.2580645161,19.0,20.6129032258
