,Airport_1,Airport_2,sum,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1070,IND,RSW,4920,5.96774193548,6.14285714286,7.35483870968,4.86666666667,4.0,4.2,4.06451612903,2.38709677419,2.0,2.0,4.53333333333,4.25806451613,5.74193548387,6.0,7.54838709677,4.93333333333,3.87096774194,4.2,4.1935483871,2.64516129032,2.0,2.0,4.23333333333,4.12903225806,7.38709677419,8.0,9.41935483871,5.56666666667,3.58064516129,4.2,4.32258064516,2.45161290323,2.0,2.25806451613,4.56666666667,4.90322580645
1071,AVL,ORD,4902,2.32258064516,2.21428571429,3.67741935484,4.0,4.0,5.53333333333,6.51612903226,6.51612903226,6.6,5.67741935484,2.0,2.51612903226,2.1935483871,2.0,3.74193548387,4.93333333333,4.45161290323,6.06666666667,6.1935483871,6.32258064516,7.0,6.25806451613,2.06666666667,2.0,2.06451612903,2.0,3.87096774194,5.0,4.45161290323,5.73333333333,6.32258064516,6.25806451613,7.0,6.90322580645,2.93333333333,3.22580645161
1072,ATL,FSM,4901,5.61290322581,5.5,5.74193548387,5.6,5.51612903226,5.6,5.64516129032,5.48387096774,5.7,5.74193548387,5.26666666667,4.77419354839,5.06451612903,5.46428571429,5.16129032258,3.6,3.48387096774,3.53333333333,3.22580645161,3.35483870968,3.93333333333,4.0,3.86666666667,3.67741935484,3.61290322581,3.86206896552,4.0,4.0,3.93548387097,4.0,3.87096774194,3.74193548387,4.0,4.0,3.86666666667,3.67741935484
1073,GEG,MSP,4900,3.8064516129,3.64285714286,3.93548387097,4.0,4.0,5.73333333333,5.87096774194,5.8064516129,5.2,1.8064516129,4.73333333333,4.38709677419,3.8064516129,3.71428571429,4.0,3.93333333333,4.0,5.8,5.87096774194,5.87096774194,5.26666666667,4.0,3.93333333333,4.45161290323,3.8064516129,3.44827586207,3.96774193548,3.9,4.0,5.26666666667,5.87096774194,5.87096774194,5.6,4.0,3.86666666667,3.67741935484
1074,DTW,PVD,4899,1.35483870968,2.28571428571,1.8064516129,3.4,2.96774193548,3.53333333333,7.16129032258,7.22580645161,6.93333333333,5.41935483871,4.33333333333,4.09677419355,4.54838709677,3.67857142857,4.93548387097,5.26666666667,4.96774193548,4.53333333333,5.29032258065,5.03225806452,5.33333333333,5.03225806452,5.6,3.38709677419,3.45161290323,1.68965517241,1.93548387097,5.23333333333,5.67741935484,5.73333333333,5.54838709677,5.41935483871,3.86666666667,5.67741935484,5.4,2.87096774194
1075,SLC,SUN,4895,5.22580645161,4.64285714286,5.41935483871,3.63333333333,1.25806451613,5.46666666667,5.67741935484,5.61290322581,5.73333333333,4.0,3.93333333333,4.32258064516,4.1935483871,4.0,5.35483870968,3.63333333333,1.32258064516,4.4,4.45161290323,4.51612903226,4.0,4.0,3.8,4.64516129032,4.70967741935,4.27586206897,5.64516129032,4.2,3.67741935484,5.46666666667,5.87096774194,5.93548387097,5.6,3.67741935484,3.86666666667,4.58064516129
1076,CLL,IAH,4894,4.83870967742,5.35714285714,5.61290322581,5.06666666667,5.48387096774,5.46666666667,5.61290322581,5.22580645161,4.86666666667,5.16129032258,4.93333333333,3.61290322581,3.38709677419,3.57142857143,3.70967741935,3.96666666667,5.09677419355,5.43333333333,3.90322580645,4.25806451613,4.36666666667,5.03225806452,5.13333333333,3.64516129032,3.51612903226,3.41379310345,3.22580645161,3.13333333333,4.32258064516,4.13333333333,3.54838709677,4.32258064516,4.73333333333,5.0,5.16666666667,3.51612903226
1077,STL,TPA,4893,4.0,4.28571428571,5.93548387097,4.5,4.0,4.2,4.1935483871,4.03225806452,3.93333333333,3.96774193548,4.13333333333,4.03225806452,4.0,4.0,5.87096774194,4.53333333333,3.96774193548,4.2,4.22580645161,4.12903225806,3.86666666667,4.0,4.26666666667,5.0,6.16129032258,6.0,7.61290322581,5.73333333333,3.96774193548,4.0,4.0,4.0,3.96666666667,4.0,4.0,3.96774193548
1078,PSP,SLC,4878,4.25806451613,4.92857142857,5.87096774194,4.0,4.0,4.0,3.93548387097,3.87096774194,3.73333333333,5.48387096774,5.33333333333,5.03225806452,4.1935483871,5.14285714286,6.0,4.4,3.87096774194,3.86666666667,4.0,3.74193548387,3.33333333333,3.67741935484,5.4,5.29032258065,4.1935483871,5.24137931034,6.0,4.2,3.93548387097,4.0,4.0,4.0,3.8,4.0,4.8,4.77419354839
1079,ELP,LAS,4867,5.8064516129,5.82142857143,6.0,5.8,5.61290322581,5.93333333333,5.93548387097,5.70967741935,5.73333333333,5.74193548387,3.86666666667,4.0,4.0,4.0,3.74193548387,3.73333333333,3.61290322581,3.96666666667,4.0,3.96774193548,3.93333333333,4.0,4.0,3.96774193548,4.0,3.96551724138,3.8064516129,3.66666666667,3.67741935484,3.93333333333,4.03225806452,4.0,3.96666666667,4.0,4.0,3.96774193548
1080,EWR,GSP,4867,4.06451612903,3.78571428571,4.0,4.26666666667,3.8064516129,3.83333333333,3.87096774194,3.74193548387,3.66666666667,4.16129032258,5.26666666667,5.09677419355,3.77419354839,3.71428571429,4.0,3.8,3.93548387097,3.73333333333,3.77419354839,3.77419354839,3.96666666667,5.38709677419,5.6,5.38709677419,3.87096774194,4.79310344828,4.12903225806,4.46666666667,5.51612903226,5.3,5.38709677419,5.48387096774,5.3,5.38709677419,5.1,4.64516129032
1081,CLE,DTW,4862,2.70967741935,2.85714285714,3.67741935484,3.46666666667,3.45161290323,3.16666666667,4.77419354839,4.74193548387,3.7,4.54838709677,3.83333333333,4.22580645161,2.96774193548,3.46428571429,4.41935483871,4.76666666667,4.58064516129,3.03333333333,4.48387096774,3.90322580645,4.1,5.16129032258,2.96666666667,4.0,5.58064516129,5.75862068966,5.8064516129,6.56666666667,6.74193548387,5.73333333333,4.64516129032,4.54838709677,4.6,5.29032258065,5.16666666667,6.03225806452
1082,IAD,MDW,4862,9.09677419355,8.89285714286,9.51612903226,9.73333333333,9.54838709677,9.7,9.67741935484,9.35483870968,9.33333333333,9.38709677419,4.1,3.96774193548,4.0,3.92857142857,4.22580645161,4.06666666667,4.0,4.0,4.0,4.1935483871,4.2,4.25806451613,3.9,3.96774193548,3.90322580645,3.79310344828,1.16129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,DAY,EWR,4854,3.90322580645,3.53571428571,3.61290322581,3.6,3.35483870968,5.13333333333,5.48387096774,5.38709677419,5.0,4.09677419355,5.0,5.22580645161,3.74193548387,3.60714285714,3.58064516129,3.6,3.51612903226,5.6,5.74193548387,5.70967741935,4.96666666667,5.06451612903,5.43333333333,4.35483870968,2.16129032258,2.0,3.09677419355,4.7,5.03225806452,5.1,4.74193548387,5.16129032258,5.23333333333,5.29032258065,5.0,3.51612903226
1084,BUF,DTW,4840,0.322580645161,0.964285714286,3.32258064516,3.33333333333,4.90322580645,5.86666666667,3.48387096774,4.03225806452,7.83333333333,3.54838709677,4.76666666667,5.0,3.8064516129,4.85714285714,5.77419354839,6.56666666667,6.93548387097,3.9,5.1935483871,4.96774193548,3.66666666667,2.51612903226,2.26666666667,5.45161290323,2.48387096774,4.20689655172,6.0,3.86666666667,5.64516129032,4.6,4.09677419355,4.1935483871,5.06666666667,5.61290322581,4.4,5.32258064516
1085,BNA,PHX,4820,3.8064516129,3.71428571429,5.48387096774,4.26666666667,3.67741935484,5.26666666667,5.67741935484,4.1935483871,3.73333333333,3.70967741935,3.8,3.96774193548,3.74193548387,3.71428571429,5.61290322581,4.23333333333,3.67741935484,5.33333333333,5.67741935484,4.38709677419,3.86666666667,3.96774193548,3.9,4.0,4.0,4.0,5.48387096774,4.53333333333,3.87096774194,5.5,5.61290322581,4.32258064516,3.9,4.0,4.23333333333,5.29032258065
1086,CPR,SLC,4803,3.93548387097,4.0,4.0,3.93333333333,3.87096774194,4.0,3.67741935484,3.67741935484,3.66666666667,5.22580645161,4.66666666667,5.29032258065,3.54838709677,3.57142857143,5.41935483871,5.46666666667,5.35483870968,5.46666666667,5.48387096774,5.22580645161,5.06666666667,5.09677419355,4.93333333333,4.25806451613,4.12903225806,3.93103448276,5.09677419355,4.16666666667,3.87096774194,4.0,3.87096774194,4.0,3.93333333333,3.93548387097,3.86666666667,4.0
1087,BDL,DFW,4779,5.74193548387,5.71428571429,5.67741935484,5.73333333333,5.61290322581,5.93333333333,5.87096774194,5.8064516129,5.7,5.64516129032,4.8,4.83870967742,4.06451612903,3.92857142857,4.0,3.73333333333,3.61290322581,4.0,4.0,3.87096774194,3.73333333333,3.67741935484,3.6,3.61290322581,3.67741935484,3.72413793103,3.74193548387,3.66666666667,3.67741935484,4.0,3.87096774194,3.93548387097,3.73333333333,3.67741935484,3.53333333333,2.87096774194
1088,BTV,EWR,4774,2.74193548387,2.57142857143,0.935483870968,0.0,0.870967741935,4.86666666667,3.25806451613,4.1935483871,3.2,0.322580645161,1.66666666667,2.06451612903,0.451612903226,0.607142857143,3.0,2.06666666667,1.93548387097,3.33333333333,4.35483870968,3.32258064516,3.43333333333,6.83870967742,5.33333333333,8.25806451613,5.1935483871,7.10344827586,7.03225806452,5.56666666667,4.09677419355,6.96666666667,10.0967741935,11.2580645161,8.86666666667,7.74193548387,5.5,7.35483870968
1089,DFW,RNO,4759,4.0,4.0,4.0,4.0,4.0,5.33333333333,5.93548387097,5.16129032258,4.0,4.0,2.2,4.51612903226,4.45161290323,4.07142857143,4.0,4.0,4.0,5.53333333333,5.70967741935,5.61290322581,4.36666666667,4.0,2.56666666667,4.83870967742,4.1935483871,4.0,4.0,4.0,4.0,5.13333333333,5.16129032258,4.87096774194,3.93333333333,4.0,3.6,4.93548387097
1090,ATL,ELP,4758,3.74193548387,3.57142857143,3.93548387097,4.0,3.93548387097,4.0,3.93548387097,4.0,4.0,4.0,3.86666666667,3.90322580645,3.70967741935,3.64285714286,4.0,3.8,3.67741935484,4.0,4.0,4.77419354839,4.93333333333,5.61290322581,5.2,4.32258064516,3.87096774194,3.86206896552,4.83870967742,4.86666666667,4.77419354839,5.2,4.90322580645,5.22580645161,5.4,5.29032258065,5.13333333333,4.25806451613
1091,CAE,DFW,4754,5.74193548387,5.71428571429,5.67741935484,5.73333333333,5.87096774194,6.0,5.93548387097,5.8064516129,5.73333333333,5.74193548387,5.53333333333,5.74193548387,5.41935483871,5.78571428571,5.96774193548,5.73333333333,5.93548387097,6.0,5.87096774194,5.87096774194,5.66666666667,5.67741935484,5.53333333333,5.77419354839,5.70967741935,5.72413793103,5.74193548387,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,EWR,ROC,4740,3.87096774194,4.32142857143,3.54838709677,2.6,2.67741935484,1.26666666667,3.03225806452,2.67741935484,2.23333333333,1.38709677419,0.633333333333,3.54838709677,2.1935483871,2.25,5.32258064516,5.6,7.29032258065,2.33333333333,4.64516129032,3.83870967742,3.7,4.67741935484,6.93333333333,4.1935483871,4.09677419355,5.75862068966,3.54838709677,2.0,4.45161290323,5.93333333333,6.90322580645,8.06451612903,8.43333333333,8.70967741935,6.83333333333,5.96774193548
1093,DFW,PSP,4733,6.0,6.0,6.0,6.0,4.45161290323,2.66666666667,2.0,2.0,3.86666666667,4.0,5.33333333333,5.54838709677,5.67741935484,5.92857142857,5.96774193548,6.0,4.32258064516,2.2,2.0,2.0,2.0,3.74193548387,5.66666666667,6.0,6.0,6.0,6.0,6.0,4.25806451613,2.06666666667,2.0,2.0,2.0,3.67741935484,5.6,4.83870967742
1094,DFW,MSN,4723,7.74193548387,7.71428571429,7.67741935484,7.7,7.61290322581,7.73333333333,7.48387096774,7.54838709677,7.73333333333,7.70967741935,7.33333333333,7.8064516129,7.74193548387,7.92857142857,8.0,8.0,7.41935483871,7.73333333333,7.61290322581,2.48387096774,1.73333333333,1.67741935484,1.6,1.74193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,IAD,MIA,4711,5.83870967742,4.71428571429,4.1935483871,6.06666666667,4.58064516129,4.06666666667,4.0,4.0,3.2,3.93548387097,4.0,4.32258064516,4.64516129032,4.21428571429,4.1935483871,4.06666666667,5.35483870968,6.0,6.0,6.0,5.6,4.96774193548,3.33333333333,3.8064516129,4.0,4.0,4.0,3.73333333333,3.93548387097,4.0,4.0,3.41935483871,2.0,2.90322580645,3.73333333333,3.87096774194
1096,IAH,PIT,4707,5.41935483871,6.78571428571,5.25806451613,3.33333333333,6.90322580645,6.73333333333,5.0,5.51612903226,7.0,7.67741935484,5.9,6.29032258065,4.32258064516,4.64285714286,4.41935483871,3.66666666667,8.03225806452,5.1,3.77419354839,5.03225806452,5.13333333333,5.54838709677,5.76666666667,5.06451612903,3.90322580645,2.10344827586,1.61290322581,3.83333333333,2.51612903226,1.3,1.83870967742,1.67741935484,0.366666666667,0.129032258065,1.4,1.67741935484
1097,GJT,SLC,4703,4.0,4.0,4.0,4.0,4.0,4.0,3.93548387097,3.87096774194,3.73333333333,3.74193548387,3.53333333333,3.67741935484,3.67741935484,3.64285714286,3.74193548387,3.73333333333,3.70967741935,3.73333333333,3.74193548387,3.67741935484,3.6,3.54838709677,3.66666666667,3.74193548387,3.61290322581,3.58620689655,5.67741935484,5.66666666667,5.61290322581,5.73333333333,5.54838709677,5.74193548387,5.66666666667,5.67741935484,5.53333333333,5.61290322581
1098,COS,LAX,4698,4.1935483871,4.5,5.29032258065,5.4,5.48387096774,6.0,5.64516129032,5.8064516129,5.4,5.22580645161,5.06666666667,4.51612903226,3.90322580645,3.42857142857,3.67741935484,3.93333333333,3.8064516129,3.96666666667,3.96774193548,4.06451612903,3.96666666667,3.74193548387,4.03333333333,3.74193548387,3.48387096774,3.31034482759,3.67741935484,3.93333333333,3.93548387097,4.0,3.93548387097,4.0,3.9,3.70967741935,3.83333333333,3.77419354839
1099,CLE,MKE,4691,5.29032258065,5.28571428571,5.51612903226,7.76666666667,7.29032258065,5.13333333333,4.58064516129,4.64516129032,4.93333333333,4.90322580645,4.33333333333,3.45161290323,4.12903225806,4.64285714286,4.61290322581,4.86666666667,4.58064516129,4.93333333333,4.70967741935,4.70967741935,4.86666666667,4.8064516129,4.56666666667,3.25806451613,2.83870967742,3.1724137931,3.22580645161,3.06666666667,3.16129032258,3.2,2.90322580645,3.22580645161,3.13333333333,3.03225806452,3.03333333333,2.41935483871
1100,DRO,PHX,4673,4.0,3.14285714286,2.64516129032,2.26666666667,2.25806451613,2.33333333333,4.22580645161,4.22580645161,2.4,2.25806451613,2.33333333333,5.0,4.51612903226,4.42857142857,4.1935483871,4.0,3.93548387097,4.0,4.0,4.0,3.4,3.77419354839,3.76666666667,5.74193548387,4.25806451613,5.31034482759,6.0,6.0,5.67741935484,5.73333333333,5.54838709677,5.67741935484,5.73333333333,5.8064516129,5.66666666667,5.09677419355
1101,DEN,SBA,4670,5.03225806452,4.92857142857,5.03225806452,4.66666666667,4.90322580645,5.26666666667,5.03225806452,4.87096774194,4.46666666667,4.77419354839,4.46666666667,3.8064516129,3.93548387097,3.92857142857,3.74193548387,3.8,3.61290322581,4.0,3.87096774194,4.0,3.86666666667,3.70967741935,4.0,4.03225806452,4.12903225806,3.79310344828,3.64516129032,4.0,3.70967741935,3.9,4.0,4.0,4.73333333333,4.32258064516,5.26666666667,4.1935483871
1102,CLT,SJU,4661,4.74193548387,4.42857142857,5.29032258065,4.73333333333,4.67741935484,5.5,5.22580645161,4.1935483871,1.2,1.03225806452,2.73333333333,5.25806451613,4.38709677419,3.78571428571,4.16129032258,5.33333333333,4.83870967742,5.33333333333,5.29032258065,4.06451612903,1.53333333333,1.67741935484,2.73333333333,5.32258064516,6.12903225806,5.24137931034,5.29032258065,5.5,4.93548387097,5.33333333333,5.61290322581,4.25806451613,1.66666666667,2.12903225806,3.4,5.96774193548
1103,DEN,LIT,4649,4.96774193548,4.78571428571,5.09677419355,5.13333333333,4.67741935484,6.56666666667,5.06451612903,5.06451612903,4.9,4.70967741935,3.9,3.77419354839,3.29032258065,3.10714285714,5.70967741935,4.0,3.41935483871,3.73333333333,4.0,4.0,3.7,3.61290322581,3.83333333333,1.74193548387,2.61290322581,3.75862068966,5.25806451613,5.13333333333,4.06451612903,5.03333333333,5.77419354839,5.8064516129,5.23333333333,4.16129032258,0.933333333333,2.09677419355
1104,DCA,PBI,4644,3.09677419355,3.42857142857,3.35483870968,1.73333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.3,6.1935483871,6.45161290323,5.75,5.48387096774,5.73333333333,5.41935483871,5.46666666667,5.48387096774,5.35483870968,5.4,5.67741935484,5.66666666667,8.16129032258,6.48387096774,6.55172413793,5.74193548387,5.73333333333,5.35483870968,4.33333333333,4.1935483871,4.1935483871,3.66666666667,3.93548387097,3.86666666667,7.35483870968
1105,BWI,SAN,4641,3.61290322581,3.71428571429,4.25806451613,3.86666666667,3.64516129032,4.13333333333,5.67741935484,4.51612903226,3.96666666667,3.93548387097,3.73333333333,3.87096774194,3.64516129032,3.57142857143,3.96774193548,3.8,3.64516129032,5.53333333333,5.93548387097,4.51612903226,3.9,4.0,3.93333333333,4.0,4.0,4.0,5.03225806452,4.0,3.96774193548,5.73333333333,5.96774193548,4.38709677419,3.9,4.0,3.93333333333,4.0
1106,MCO,MHT,4633,4.06451612903,5.28571428571,6.1935483871,5.56666666667,4.58064516129,3.0,2.51612903226,3.61290322581,3.96666666667,3.93548387097,4.2,4.09677419355,4.25806451613,5.10714285714,6.0,5.33333333333,4.35483870968,2.86666666667,2.38709677419,3.74193548387,3.9,4.0,4.16666666667,4.1935483871,4.22580645161,5.37931034483,6.1935483871,5.63333333333,4.32258064516,2.7,2.64516129032,3.74193548387,3.9,4.0,4.06666666667,4.25806451613
1107,SJU,STT,4617,4.90322580645,4.89285714286,4.67741935484,4.46666666667,4.06451612903,4.0,4.0,4.0,4.0,4.0,4.06666666667,4.16129032258,4.54838709677,4.57142857143,4.41935483871,4.16666666667,4.06451612903,4.0,4.0,4.03225806452,4.0,4.0,4.23333333333,4.09677419355,4.58064516129,4.51724137931,4.51612903226,4.3,4.06451612903,4.03333333333,4.0,4.0,4.0,4.0,4.13333333333,4.22580645161
1108,DTW,SAN,4615,3.48387096774,3.21428571429,4.0,3.93333333333,3.35483870968,4.96666666667,5.87096774194,5.61290322581,3.6,3.74193548387,3.53333333333,4.06451612903,3.12903225806,3.5,4.0,4.0,3.35483870968,5.73333333333,5.87096774194,5.70967741935,3.66666666667,3.67741935484,3.66666666667,3.93548387097,3.22580645161,3.0,3.93548387097,4.0,3.67741935484,5.4,7.41935483871,6.32258064516,3.66666666667,3.67741935484,3.63333333333,3.74193548387
1109,CLT,SAN,4606,5.06451612903,4.28571428571,4.0,4.0,4.0,4.0,4.0,3.83870967742,3.43333333333,3.64516129032,3.56666666667,3.70967741935,3.74193548387,3.89285714286,4.0,4.0,4.0,4.0,5.70967741935,5.48387096774,3.93333333333,3.58064516129,3.63333333333,4.70967741935,3.93548387097,3.93103448276,4.0,4.03333333333,4.03225806452,5.9,5.93548387097,5.38709677419,3.63333333333,3.64516129032,3.66666666667,4.83870967742
1110,IAH,JAX,4599,6.70967741935,7.21428571429,6.54838709677,6.0,7.38709677419,6.13333333333,5.54838709677,5.35483870968,5.2,5.67741935484,5.93333333333,5.8064516129,4.03225806452,3.67857142857,3.83870967742,4.06666666667,5.22580645161,3.73333333333,3.38709677419,2.90322580645,2.73333333333,3.61290322581,3.83333333333,3.58064516129,3.03225806452,2.79310344828,2.22580645161,2.03333333333,3.61290322581,3.76666666667,2.03225806452,2.70967741935,3.1,2.96774193548,1.16666666667,3.54838709677
1111,BDL,MSP,4592,2.29032258065,2.07142857143,2.06451612903,4.1,2.12903225806,3.7,3.96774193548,3.90322580645,5.23333333333,4.77419354839,5.1,4.12903225806,3.58064516129,3.5,3.67741935484,5.2,5.67741935484,5.93333333333,7.67741935484,6.77419354839,5.4,5.32258064516,4.63333333333,3.77419354839,1.29032258065,2.51724137931,3.64516129032,4.0,4.0,3.8,3.96774193548,4.1935483871,5.53333333333,5.41935483871,4.93333333333,2.77419354839
1112,HNL,PDX,4591,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.03225806452,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.4,4.64516129032,4.51612903226,4.6,4.58064516129,4.0,4.83870967742,4.32258064516,4.0,4.0,4.0,4.0,4.46666666667,4.58064516129,4.58064516129,4.2,4.0,4.0,4.96774193548
1113,CLE,FLL,4590,2.32258064516,2.85714285714,5.12903225806,3.33333333333,2.29032258065,2.53333333333,2.77419354839,2.74193548387,2.53333333333,3.16129032258,3.16666666667,4.16129032258,4.29032258065,7.0,6.22580645161,4.6,5.09677419355,4.0,4.0,4.0,4.0,4.45161290323,6.0,5.70967741935,5.45161290323,5.72413793103,6.0,4.26666666667,4.0,4.0,4.0,4.0,4.0,4.0,4.03333333333,5.03225806452
1114,BOI,LAX,4579,3.87096774194,3.14285714286,3.32258064516,3.36666666667,3.35483870968,5.56666666667,6.1935483871,6.12903225806,6.46666666667,7.22580645161,5.53333333333,7.06451612903,4.8064516129,4.0,4.0,4.0,4.03225806452,4.0,3.93548387097,4.09677419355,3.93333333333,4.06451612903,4.06666666667,3.8064516129,2.45161290323,2.0,2.25806451613,2.06666666667,2.03225806452,3.46666666667,3.93548387097,4.0,4.0,4.0,4.0,5.96774193548
1115,LSE,ORD,4579,0.0,0.0,3.90322580645,4.53333333333,5.41935483871,8.4,9.41935483871,9.54838709677,7.86666666667,6.06451612903,6.13333333333,6.96774193548,6.64516129032,6.92857142857,6.77419354839,7.46666666667,7.03225806452,7.86666666667,7.93548387097,7.09677419355,5.86666666667,5.93548387097,5.66666666667,6.64516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,DTW,GRB,4577,1.48387096774,1.89285714286,5.03225806452,3.8,5.35483870968,4.33333333333,6.58064516129,6.25806451613,2.5,3.45161290323,3.66666666667,4.0,0.967741935484,2.82142857143,4.83870967742,5.13333333333,2.87096774194,4.8,4.90322580645,4.58064516129,4.93333333333,5.32258064516,4.53333333333,2.74193548387,2.16129032258,3.75862068966,5.35483870968,5.4,5.06451612903,5.33333333333,5.22580645161,5.51612903226,2.6,4.06451612903,4.93333333333,3.8064516129
1117,JNU,SIT,4567,3.96774193548,4.0,4.0,4.0,4.0,4.76666666667,5.0,4.96774193548,4.0,4.0,3.86666666667,3.90322580645,3.96774193548,4.0,4.0,4.0,4.0,4.8,5.0,5.0,4.23333333333,4.0,3.8,3.83870967742,3.96774193548,4.0,4.0,4.0,4.0,4.6,4.74193548387,4.74193548387,3.9,3.70967741935,3.53333333333,3.64516129032
1118,ISP,PBI,4556,3.96774193548,5.14285714286,6.0,4.43333333333,4.0,4.0,3.96774193548,3.87096774194,3.93333333333,4.0,4.13333333333,4.03225806452,4.0,5.0,4.64516129032,4.06666666667,4.0,4.0,3.96774193548,4.0,3.83333333333,4.0,4.26666666667,4.1935483871,4.12903225806,4.0,4.1935483871,4.13333333333,3.96774193548,4.0,4.0,4.0,3.96666666667,4.0,3.93333333333,4.0
1119,DTW,EVV,4555,1.70967741935,1.96428571429,2.25806451613,4.33333333333,5.25806451613,3.13333333333,5.1935483871,5.8064516129,4.2,4.0,3.86666666667,3.8064516129,4.87096774194,5.0,4.96774193548,5.1,4.58064516129,5.23333333333,4.06451612903,4.29032258065,4.83333333333,5.03225806452,5.13333333333,3.25806451613,3.45161290323,3.41379310345,3.61290322581,5.2,5.29032258065,2.56666666667,4.8064516129,5.0,1.66666666667,4.77419354839,4.9,2.87096774194
1120,CAE,ORD,4534,5.48387096774,5.5,5.67741935484,5.73333333333,5.61290322581,5.73333333333,5.67741935484,5.54838709677,5.6,5.25806451613,3.53333333333,4.64516129032,3.67741935484,3.64285714286,3.93548387097,3.8,3.61290322581,3.36666666667,3.1935483871,3.35483870968,3.33333333333,3.67741935484,3.73333333333,3.58064516129,3.58064516129,3.72413793103,3.22580645161,3.66666666667,3.61290322581,2.33333333333,3.58064516129,3.70967741935,3.66666666667,3.61290322581,3.7,3.61290322581
1121,LGA,RSW,4525,4.70967741935,5.85714285714,9.87096774194,6.03333333333,2.12903225806,2.0,2.0,2.0,2.0,2.0,2.0,5.74193548387,3.25806451613,6.46428571429,9.96774193548,5.23333333333,3.93548387097,3.7,3.87096774194,3.87096774194,2.03333333333,2.0,2.0,6.0,3.41935483871,4.58620689655,9.87096774194,6.43333333333,5.54838709677,5.1,4.0,3.70967741935,2.0,1.87096774194,0.0,3.48387096774
1122,MDW,SAT,4523,3.8064516129,3.82142857143,4.0,3.7,3.45161290323,5.23333333333,5.61290322581,4.35483870968,3.9,4.0,3.86666666667,3.93548387097,3.61290322581,3.57142857143,3.96774193548,3.8,3.58064516129,5.33333333333,5.67741935484,4.38709677419,3.9,3.96774193548,3.86666666667,3.87096774194,3.38709677419,3.44827586207,3.90322580645,3.76666666667,3.64516129032,5.46666666667,5.58064516129,4.32258064516,3.9,4.0,3.83333333333,4.0
1123,EWR,SAV,4519,2.51612903226,4.21428571429,5.93548387097,4.53333333333,4.12903225806,4.0,3.87096774194,4.16129032258,4.06666666667,3.90322580645,3.73333333333,4.51612903226,2.61290322581,3.21428571429,4.1935483871,4.46666666667,4.12903225806,4.0,4.45161290323,4.51612903226,4.03333333333,4.16129032258,3.96666666667,3.90322580645,2.32258064516,3.06896551724,4.48387096774,5.86666666667,2.45161290323,3.6,2.64516129032,5.74193548387,5.7,5.48387096774,5.23333333333,4.58064516129
1124,ASE,LAX,4516,8.77419354839,9.28571428571,9.61290322581,1.23333333333,1.29032258065,3.2,4.25806451613,3.35483870968,1.93333333333,1.41935483871,0.0,5.74193548387,8.67741935484,9.64285714286,9.67741935484,3.6,0.58064516129,3.8,4.1935483871,3.29032258065,2.0,1.54838709677,0.0,5.74193548387,6.41935483871,7.37931034483,6.83870967742,1.13333333333,0.0,3.6,4.51612903226,4.51612903226,2.53333333333,1.8064516129,0.0666666666667,7.06451612903
1125,CMH,LAS,4502,2.38709677419,3.14285714286,4.25806451613,4.06666666667,3.87096774194,3.96666666667,3.93548387097,3.90322580645,3.96666666667,3.96774193548,3.93333333333,3.96774193548,2.32258064516,2.85714285714,4.0,4.0,3.93548387097,4.0,4.0,4.0,3.9,4.0,3.93333333333,3.90322580645,2.32258064516,2.0,3.41935483871,4.0,3.93548387097,6.0,6.0,5.96774193548,5.9,6.0,5.9,6.0
1126,DFW,ROW,4495,5.74193548387,5.71428571429,5.67741935484,5.73333333333,5.93548387097,5.8,5.67741935484,5.61290322581,5.73333333333,5.74193548387,5.53333333333,5.8064516129,5.74193548387,5.71428571429,6.0,6.0,5.74193548387,6.0,5.87096774194,6.0,5.93333333333,5.93548387097,5.53333333333,5.58064516129,0.258064516129,0.275862068966,0.258064516129,0.333333333333,0.258064516129,0.266666666667,0.322580645161,0.645161290323,1.73333333333,1.67741935484,1.53333333333,1.41935483871
1127,JAX,MIA,4491,12.0,12.0,12.0,12.0,11.935483871,12.0,11.935483871,12.7096774194,14.0,6.29032258065,4.2,2.12903225806,0.0,0.0,0.0,0.0,0.0,3.6,3.93548387097,4.0,2.6,2.32258064516,2.26666666667,5.74193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,HOU,SAN,4490,3.93548387097,3.85714285714,4.0,4.0,4.0,4.2,4.25806451613,4.03225806452,4.0,3.96774193548,3.86666666667,3.77419354839,4.0,4.0,4.0,4.0,3.96774193548,4.2,4.25806451613,4.32258064516,4.1,4.29032258065,4.2,4.06451612903,4.12903225806,4.0,4.0,4.0,3.96774193548,4.2,4.32258064516,4.25806451613,4.16666666667,4.29032258065,4.33333333333,4.48387096774
